|id|acousticness|danceability|duration_ms|energy|instrumentalness|key|liveness|loudness|mode|speechiness|tempo|valence
Amantes|6kcWFLM6uVWs6SD0Yc0sDO|0.509|0.832|303595|0.799|1.08e-05|9|0.0828|-5.679|1|0.0389|96.963|0.857
Me Equivoqué|0biiJigTYcUrbTXBKHJFGY|0.286|0.774|307627|0.79|1.51e-06|7|0.0778|-5.483|1|0.0785|167.876|0.955
Lo Que No Fue No Será|4Q6IyEq2oS9ggHBwYatzey|0.282|0.707|288502|0.817|0.0|0|0.0633|-5.304|1|0.0597|172.021|0.873
SÓ A SAUDADE - AO VIVO|060Fpr5hK0yuJnQD1OXwhc|0.764|0.492|151023|0.126|0.0|3|0.209|-20.455|0|0.0334|104.07|0.276
COISAS DO PASSADO - AO VIVO|7wEZMLuw4U4fKwu0C4DATb|0.963|0.367|163004|0.129|8.13e-05|4|0.18|-20.552|1|0.036|109.365|0.444
POBRE AMOR - AO VIVO|0tBAZ7GfYTrKzdD5onsDJI|0.95|0.299|168995|0.0927|0.0|10|0.377|-19.382|1|0.0367|113.249|0.237
Yo-yo|75JuS8coNVEeZTsOoy2TQH|0.0844|0.71|197267|0.689|3.19e-06|0|0.0904|-4.718|1|0.031|145.011|0.881
DIOS|6ASsVXhMdgJf85xThcI3ys|0.298|0.613|188840|0.685|0.0|11|0.14|-4.198|0|0.0558|141.938|0.599
Ojos Marrones|2Ga1FnYssxRlMukIDI0f0y|0.0449|0.803|198107|0.636|0.0|8|0.191|-4.424|0|0.0419|120.018|0.691
Muñeca|0qB0HdhVo6ws7n4XN54zhT|0.163|0.799|214587|0.86|0.0|10|0.366|-5.731|0|0.0731|119.997|0.576
No Puedo|4I91RuOo9zZnZ3kZiVCjvk|0.412|0.709|235987|0.745|0.0|0|0.108|-5.831|1|0.13|160.079|0.776
Mi Fea|3O9DDkAQqhz3U2SmblcZkH|0.137|0.782|210720|0.876|0.0|2|0.311|-5.545|1|0.0432|99.991|0.902
Quem Bebe Mais, o Homem ou a Mulher|1LbagkLZ17xOHgz4O4t9r0|0.299|0.734|164491|0.741|0.0|6|0.121|-3.594|1|0.0314|136.093|0.963
Amor de Batucada|3F6huty7A562OMZ2cf12kl|0.504|0.559|200837|0.683|0.0|8|0.106|-4.191|1|0.0474|139.433|0.673
A Primeira Mulher|2LYoeVh213MMLFKaFT87Yr|0.436|0.638|197073|0.485|0.0|6|0.167|-6.044|1|0.0328|77.96|0.395
El galán|3d1gXwIIksPO56AG4aPtiF|0.0215|0.883|34645|0.429|0.711|2|0.286|-12.623|1|0.126|143.969|0.216
Serás mía|4omW8SyhcPp33OGXcVLuYS|0.249|0.46|181888|0.57|0.0|5|0.132|-5.459|1|0.03|85.144|0.416
Serás mía (Versión reggaetón)|0iEKRsvXgzrAsGS0t2z3VT|0.0254|0.746|188277|0.829|4.41e-06|5|0.109|-5.399|1|0.0556|98.01|0.669
Mix Pandora|1WaAULqylFyLty4I3sup98|0.407|0.736|265509|0.741|2.59e-05|2|0.0304|-3.897|1|0.0448|106.956|0.817
Cuando un Amor Se Va|38pMwrjp5fGNlVE1plB5Mi|0.457|0.755|223869|0.944|0.0066|2|0.026|-3.457|1|0.0337|101.523|0.909
Morenita Linda|4Iwshe7JZJjwcdNXODAlel|0.171|0.777|235285|0.854|3.32e-06|4|0.0717|-4.511|0|0.0383|104.972|0.577
